    1	2021-12-18 09:26:27	1	0	0	0
    1	2021-12-18 09:26:41	1	1	0	0
    1	2021-12-18 09:27:07	1	0	0	0
    1	2021-12-18 09:27:13	1	1	0	0
    4	2021-12-18 20:03:01	1	0	0	0
    5	2021-12-29 09:01:22	1	0	0	0
    6	2021-12-29 09:32:29	1	0	0	0
    8	2021-12-29 10:06:26	1	0	0	0
    8	2021-12-29 10:06:27	1	0	0	0
    7	2021-12-29 10:25:04	1	0	0	0
    9	2021-12-29 10:32:15	1	0	0	0
   10	2021-12-29 10:41:05	1	0	0	0
    7	2021-12-29 18:30:17	1	0	0	0
    9	2021-12-29 18:31:43	1	0	0	0
   10	2021-12-29 18:46:21	1	0	0	0
    5	2021-12-29 18:49:47	1	0	0	0
    5	2021-12-30 08:24:41	1	0	0	0
    4	2021-12-30 09:28:23	1	0	0	0
    6	2021-12-30 09:33:19	1	0	0	0
    7	2021-12-30 10:32:22	1	0	0	0
    9	2021-12-30 10:34:42	1	0	0	0
    8	2021-12-30 10:37:44	1	0	0	0
   10	2021-12-30 10:45:18	1	0	0	0
    8	2021-12-30 18:16:23	1	0	0	0
    9	2021-12-30 18:24:40	1	0	0	0
    7	2021-12-30 18:26:44	1	0	0	0
    6	2021-12-30 18:26:48	1	0	0	0
   10	2021-12-30 18:36:01	1	0	0	0
    5	2021-12-31 08:56:09	1	0	0	0
    6	2021-12-31 09:36:10	1	0	0	0
    9	2021-12-31 09:54:49	1	0	0	0
    9	2021-12-31 09:54:58	1	0	0	0
    1	2021-12-31 10:15:27	1	0	0	0
    7	2021-12-31 10:23:26	1	0	0	0
    8	2021-12-31 10:25:21	1	0	0	0
    1	2021-12-31 10:53:50	1	0	0	0
    1	2021-12-31 10:53:58	1	1	0	0
   14	2021-12-31 10:54:11	1	0	0	0
   15	2021-12-31 13:25:17	1	1	0	0
    9	2021-12-31 18:16:18	1	0	0	0
    9	2021-12-31 18:17:00	1	0	0	0
    7	2021-12-31 18:23:51	1	0	0	0
    6	2021-12-31 18:25:06	1	0	0	0
    5	2021-12-31 18:39:16	1	0	0	0
   17	2021-12-31 18:41:04	1	0	0	0
   17	2021-12-31 18:41:13	1	1	0	0
    2	2021-12-31 18:42:38	1	0	0	0
   10	2021-12-31 18:46:57	1	0	0	0
   13	2021-12-31 19:07:11	1	1	0	0
    5	2022-01-01 08:13:57	1	0	0	0
    3	2022-01-01 08:42:37	1	0	0	0
    1	2022-01-01 08:42:52	1	0	0	0
    4	2022-01-01 09:32:32	1	0	0	0
   11	2022-01-01 09:33:31	1	0	0	0
    8	2022-01-01 10:20:48	1	0	0	0
    8	2022-01-01 10:21:09	1	0	0	0
    9	2022-01-01 10:27:05	1	0	0	0
   13	2022-01-01 10:29:56	1	0	0	0
    7	2022-01-01 10:33:55	1	0	0	0
    6	2022-01-01 10:40:04	1	0	0	0
   10	2022-01-01 10:59:21	1	0	0	0
    8	2022-01-01 17:23:06	1	1	0	0
   13	2022-01-01 17:26:47	1	0	0	0
    9	2022-01-01 17:49:56	1	1	0	0
    7	2022-01-01 17:57:53	1	0	0	0
    4	2022-01-01 17:58:04	1	0	0	0
    5	2022-01-03 08:07:43	1	0	0	0
    6	2022-01-03 09:25:22	1	0	0	0
    4	2022-01-03 09:25:43	1	0	0	0
   13	2022-01-03 10:37:15	1	0	0	0
   10	2022-01-03 10:44:26	1	0	0	0
    9	2022-01-03 10:46:30	1	0	0	0
    7	2022-01-03 10:56:51	1	0	0	0
   16	2022-01-03 12:35:52	1	0	0	0
   15	2022-01-03 12:36:10	1	0	0	0
   14	2022-01-03 12:37:08	1	0	0	0
   16	2022-01-03 13:43:24	1	0	0	0
   15	2022-01-03 14:19:55	1	1	0	0
    5	2022-01-03 18:12:19	1	1	0	0
    9	2022-01-03 18:24:51	1	1	0	0
    7	2022-01-03 18:31:30	1	0	0	0
    6	2022-01-03 18:31:34	1	0	0	0
   10	2022-01-03 18:48:42	1	1	0	0
    4	2022-01-03 19:08:07	1	0	0	0
   13	2022-01-03 19:17:47	1	0	0	0
    5	2022-01-04 08:25:06	1	0	0	0
    4	2022-01-04 09:17:14	1	0	0	0
    6	2022-01-04 09:25:30	1	0	0	0
    8	2022-01-04 10:06:23	1	0	0	0
   13	2022-01-04 10:20:01	1	0	0	0
    7	2022-01-04 10:20:18	1	0	0	0
   10	2022-01-04 10:41:09	1	0	0	0
    9	2022-01-04 10:43:40	1	0	0	0
   15	2022-01-04 12:13:01	1	0	0	0
    1	2022-01-04 13:10:19	1	0	0	0
    1	2022-01-04 13:10:26	1	1	0	0
   15	2022-01-04 13:47:18	1	1	0	0
    1	2022-01-04 14:16:57	1	0	0	0
    1	2022-01-04 14:17:08	1	1	0	0
    5	2022-01-04 18:09:19	1	1	0	0
    8	2022-01-04 18:15:35	1	1	0	0
    9	2022-01-04 18:21:42	1	1	0	0
    7	2022-01-04 18:29:25	1	0	0	0
    6	2022-01-04 18:29:49	1	0	0	0
   10	2022-01-04 18:48:13	1	1	0	0
   13	2022-01-04 19:01:21	1	0	0	0
    5	2022-01-05 08:16:43	1	0	0	0
    4	2022-01-05 09:22:03	1	0	0	0
   18	2022-01-05 09:29:46	1	0	0	0
    6	2022-01-05 09:39:50	1	0	0	0
   13	2022-01-05 10:21:51	1	0	0	0
    7	2022-01-05 10:23:30	1	0	0	0
    8	2022-01-05 10:26:33	1	0	0	0
    9	2022-01-05 10:32:41	1	0	0	0
   14	2022-01-05 10:41:05	1	0	0	0
   10	2022-01-05 10:44:34	1	0	0	0
   12	2022-01-05 11:27:44	1	0	0	0
   16	2022-01-05 12:25:09	1	0	0	0
   15	2022-01-05 12:25:21	1	0	0	0
   14	2022-01-05 13:38:03	1	0	0	0
   12	2022-01-05 13:39:29	1	0	0	0
   16	2022-01-05 14:24:26	1	0	0	0
    8	2022-01-05 15:12:13	1	1	0	0
   18	2022-01-05 16:34:59	1	0	0	0
    5	2022-01-05 18:10:21	1	1	0	0
   17	2022-01-05 18:12:38	1	0	0	0
    6	2022-01-05 18:17:32	1	0	0	0
    7	2022-01-05 18:20:07	1	0	0	0
    9	2022-01-05 18:32:36	1	1	0	0
   10	2022-01-05 18:44:42	1	1	0	0
   17	2022-01-05 19:00:35	1	1	0	0
   13	2022-01-05 19:01:02	1	0	0	0
    4	2022-01-05 19:01:18	1	1	0	0
    5	2022-01-06 08:09:34	1	0	0	0
   11	2022-01-06 08:51:48	1	0	0	0
    4	2022-01-06 09:19:04	1	0	0	0
   18	2022-01-06 09:23:02	1	0	0	0
    6	2022-01-06 09:32:06	1	0	0	0
   13	2022-01-06 09:33:02	1	0	0	0
    8	2022-01-06 10:10:45	1	0	0	0
    7	2022-01-06 10:25:21	1	0	0	0
   14	2022-01-06 10:32:02	1	0	0	0
    9	2022-01-06 10:40:00	1	0	0	0
   10	2022-01-06 10:40:12	1	0	0	0
   10	2022-01-06 10:40:14	1	0	0	0
   11	2022-01-06 11:05:34	1	1	0	0
   11	2022-01-06 11:05:36	1	1	0	0
   12	2022-01-06 11:13:52	1	0	0	0
   15	2022-01-06 12:29:06	1	0	0	0
   16	2022-01-06 12:56:25	1	0	0	0
   12	2022-01-06 13:10:54	1	0	0	0
   19	2022-01-06 13:15:18	1	0	0	0
   14	2022-01-06 13:49:04	1	0	0	0
   18	2022-01-06 14:17:54	1	0	0	0
   16	2022-01-06 14:50:47	1	0	0	0
   18	2022-01-06 14:58:57	1	0	0	0
   19	2022-01-06 15:12:46	1	0	0	0
